file_name,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,label
Training_1409194.jpg,0.875,0.0,0.24,1.36,0.0,1.28,0.0,1.81,1.1,1.12,1.97,0.0,0.0,0.55,0.0,0.78,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,angry
Training_661131.jpg,0.825,0.0,0.0,1.54,0.0,1.34,2.19,2.43,1.09,0.18,1.4,0.0,0.77,0.8,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,angry
Training_2724105.jpg,0.825,0.93,0.0,1.47,1.02,0.0,0.0,0.0,2.44,0.66,2.16,0.35,0.0,0.91,0.0,0.51,0.46,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,angry
Training_2261453.jpg,0.725,0.6,0.0,1.2,2.57,0.37,2.7,1.14,0.77,0.0,0.0,0.0,0.0,2.05,0.0,0.04,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_33331.jpg,0.975,0.96,0.34,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.83,0.34,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,angry
Training_3074482.jpg,0.925,0.27,0.0,2.02,0.0,1.56,2.44,0.89,1.99,1.42,0.73,0.22,0.0,1.7,0.0,1.71,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,angry
Training_3129430.jpg,0.875,0.95,0.0,1.29,1.11,1.41,2.26,1.56,1.79,0.48,0.0,1.01,0.45,0.32,0.0,0.45,1.15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_1173634.jpg,0.825,0.0,0.0,1.35,0.75,0.0,0.49,0.04,0.0,0.0,0.0,1.66,0.0,0.0,0.74,0.0,1.74,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,angry
Training_2395249.jpg,0.925,1.16,0.0,0.12,0.0,0.57,0.0,0.08,0.39,0.99,0.96,0.0,0.0,0.0,0.0,0.71,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_1648016.jpg,0.975,1.53,0.76,0.72,1.12,0.42,0.42,0.0,0.73,0.02,0.45,0.0,0.97,1.34,0.0,1.06,0.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,angry
Training_364963.jpg,0.975,0.68,0.0,0.44,1.08,0.0,0.0,0.65,1.58,0.0,0.0,0.86,0.0,1.03,0.03,0.88,0.0,0.06,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,angry
Training_2081591.jpg,0.825,0.0,0.0,0.37,0.0,1.68,2.97,2.6,3.16,0.91,0.42,0.01,0.0,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_3703219.jpg,0.975,0.46,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,angry
Training_435383.jpg,0.925,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.01,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,angry
Training_426842.jpg,0.875,0.95,0.58,2.21,0.0,0.3,0.0,0.35,0.68,0.0,1.77,1.09,0.74,2.05,0.0,0.18,0.66,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_3128563.jpg,0.925,0.0,0.0,0.0,0.0,0.65,1.04,1.16,1.46,0.0,0.89,0.41,0.0,0.0,0.0,0.16,0.39,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,angry
Training_397587.jpg,0.925,0.32,0.24,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.88,0.62,1.84,0.37,0.03,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,angry
Training_2745951.jpg,0.975,0.0,0.0,1.12,0.15,0.0,0.01,0.0,0.0,0.21,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,angry
Training_1534315.jpg,0.975,0.0,0.0,2.02,0.0,0.48,2.31,0.69,0.07,0.0,0.0,0.88,1.02,0.38,0.61,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,angry
Training_3601553.jpg,0.975,1.09,0.0,0.48,2.15,0.0,0.0,0.17,1.29,0.33,0.26,0.89,0.0,1.28,0.35,0.78,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,angry
Training_3094261.jpg,0.875,0.44,0.0,1.7,0.0,0.25,0.0,0.36,0.0,0.04,0.89,0.0,0.83,1.22,0.29,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,angry
Training_2269690.jpg,0.975,0.0,0.0,0.38,0.47,0.3,0.25,0.62,0.0,0.0,0.0,1.61,0.83,1.58,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,angry
Training_3865960.jpg,0.875,2.2,1.19,1.01,1.99,0.07,0.0,0.02,0.65,0.28,0.83,0.87,0.0,0.32,0.65,0.59,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,angry
Training_872654.jpg,0.975,0.44,0.91,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.48,1.74,0.0,0.0,1.03,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,angry
Training_2952566.jpg,0.975,0.36,0.0,1.05,1.18,0.13,1.4,2.08,0.58,0.0,0.72,0.67,0.29,0.0,0.72,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,angry
Training_2461109.jpg,0.875,1.53,1.02,0.0,1.77,0.71,0.84,0.87,0.86,0.46,0.43,0.5,0.88,0.8,0.0,0.85,0.64,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,angry
Training_3309884.jpg,0.825,0.0,0.0,1.49,0.0,0.73,0.73,0.53,1.66,0.57,0.0,0.1,1.52,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,angry
Training_3261533.jpg,0.875,1.6,0.77,0.0,1.11,1.34,0.66,0.37,0.73,0.77,1.15,0.19,0.0,1.43,0.0,2.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_3645316.jpg,0.975,1.01,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.26,0.62,1.16,0.0,0.83,2.03,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_2323777.jpg,0.975,1.98,0.0,1.36,1.2,0.7,0.0,0.0,0.16,1.21,1.36,0.68,0.61,0.96,0.0,0.03,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_2861619.jpg,0.875,1.02,0.0,1.12,0.0,0.84,1.25,0.4,0.0,0.93,0.1,0.54,0.0,0.39,0.0,0.33,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_1779888.jpg,0.975,1.23,0.6,1.1,1.73,0.29,2.44,2.06,0.0,0.0,0.0,3.95,0.95,0.0,1.5,0.17,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,angry
Training_2245342.jpg,0.975,0.98,1.22,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.34,0.48,0.0,0.0,1.01,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,angry
Training_2778426.jpg,0.975,1.4,0.3,0.17,0.74,0.0,0.74,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.42,0.57,0.11,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,angry
Training_2729866.jpg,0.975,0.0,0.21,3.03,0.0,0.74,1.63,1.16,1.48,0.0,1.05,0.45,0.0,0.48,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_1797833.jpg,0.875,0.61,0.0,1.67,0.0,0.0,2.0,1.31,0.47,0.0,0.43,0.95,0.25,0.76,0.0,0.02,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,angry
Training_2832685.jpg,0.975,0.5,0.0,0.62,0.94,1.24,2.28,1.5,1.06,0.0,0.0,1.02,0.24,0.82,0.0,0.0,2.98,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,angry
Training_233976.jpg,0.875,0.09,0.0,0.0,1.29,0.0,0.15,0.84,0.0,0.0,0.0,0.8,0.61,0.53,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,angry
Training_1854333.jpg,0.925,0.17,0.0,0.21,0.12,0.0,0.48,0.15,0.37,0.0,0.55,0.31,0.0,0.0,0.0,0.45,1.51,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_1741870.jpg,0.875,0.46,0.0,0.84,0.56,0.3,0.91,0.37,0.98,0.51,0.62,0.36,0.0,0.49,0.0,1.08,0.56,0.97,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,angry
Training_3514915.jpg,0.875,0.04,0.0,0.63,0.0,0.01,0.43,0.0,0.45,0.44,0.0,0.27,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,angry
Training_5258769.jpg,0.725,0.91,0.0,0.11,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.02,0.0,0.06,0.0,0.81,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,disgust
Training_24592307.jpg,0.925,0.04,0.0,0.28,0.23,0.04,0.28,0.66,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.56,0.98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,disgust
Training_24684250.jpg,0.925,1.96,1.99,1.3,0.42,0.0,0.0,0.07,0.94,0.0,0.26,0.89,0.0,0.64,0.0,0.29,0.21,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,disgust
Training_18270362.jpg,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.92,0.0,0.85,0.04,0.55,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_30098191.jpg,0.975,0.0,0.0,1.53,0.0,0.4,0.69,0.71,0.0,0.37,1.73,0.08,0.0,0.0,0.0,0.4,1.44,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,disgust
Training_24609766.jpg,0.875,0.09,0.0,0.0,0.12,0.28,0.97,1.33,0.0,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,disgust
Training_33037753.jpg,0.975,1.31,0.0,1.04,0.24,0.27,0.94,0.5,1.09,0.82,0.0,0.88,0.0,0.26,0.0,1.18,0.79,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,disgust
Training_24134865.jpg,0.025,0.96,0.0,0.51,0.21,0.43,0.0,0.77,0.94,1.01,3.14,1.27,0.0,0.0,0.0,2.28,1.75,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,disgust
Training_11946126.jpg,0.975,0.65,0.09,0.73,0.67,0.0,0.29,0.0,0.23,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_8819454.jpg,0.875,0.76,0.0,0.7,0.38,0.0,0.01,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.34,1.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,disgust
Training_13740441.jpg,0.875,0.92,0.0,1.17,0.0,0.0,0.05,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.0,0.17,0.08,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_3858356.jpg,0.975,0.0,0.0,0.25,0.0,0.32,1.37,2.21,0.98,0.25,1.68,0.53,0.18,0.0,0.15,0.0,0.0,1.49,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,disgust
Training_33844261.jpg,0.875,0.43,0.0,2.35,0.85,0.39,1.18,0.9,0.0,0.0,0.52,0.73,0.0,1.05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,disgust
Training_13362748.jpg,0.925,0.51,0.04,0.36,0.0,0.0,0.13,0.0,0.19,0.03,0.08,0.0,0.0,0.0,0.0,0.37,0.65,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,disgust
Training_5395043.jpg,0.975,0.12,0.0,0.0,0.0,0.87,0.41,0.97,1.06,0.27,0.0,1.17,0.0,2.19,0.26,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,disgust
Training_7602986.jpg,0.875,0.62,0.0,1.34,0.66,1.07,3.31,2.34,0.39,0.0,0.37,0.3,0.0,0.07,0.12,0.17,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_28365203.jpg,0.875,0.0,0.0,1.01,0.0,1.59,2.64,1.0,0.71,1.57,1.55,0.0,0.0,0.03,0.0,1.56,0.04,0.17,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,disgust
Training_12525818.jpg,0.875,1.98,0.0,0.71,0.3,0.67,0.97,1.84,1.45,0.16,0.0,0.91,0.0,1.54,0.0,0.63,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,disgust
Training_18375779.jpg,0.925,2.37,1.88,1.07,0.0,0.0,0.0,0.0,0.52,0.0,0.17,0.81,0.0,0.83,0.0,0.08,0.01,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,disgust
Training_27046033.jpg,0.875,1.32,0.8,0.03,1.33,0.0,0.0,0.0,1.05,0.25,1.02,0.28,0.22,0.0,0.0,0.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,disgust
Training_13949642.jpg,0.875,1.09,0.0,0.38,1.79,0.4,0.65,0.87,0.65,0.34,0.0,0.94,0.0,0.0,0.0,0.0,0.59,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_19915172.jpg,0.975,0.0,0.0,1.8,0.76,0.89,2.94,1.24,1.04,0.51,0.13,0.37,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_33580687.jpg,0.875,0.0,0.0,1.56,0.78,1.87,0.0,1.07,2.94,1.4,2.95,0.0,0.0,0.0,0.0,0.52,0.17,0.21,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,disgust
Training_6954217.jpg,0.875,0.04,0.0,1.24,0.18,0.0,0.0,0.06,0.39,0.06,0.13,0.92,0.55,0.0,0.0,0.0,0.0,1.39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,disgust
Training_680349.jpg,0.875,0.62,0.0,1.34,0.66,1.07,3.31,2.34,0.39,0.0,0.37,0.3,0.0,0.07,0.12,0.17,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_28653785.jpg,0.875,0.0,0.0,0.81,0.0,0.13,2.73,0.83,0.0,0.0,0.59,0.74,1.34,0.0,0.31,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,disgust
Training_22751863.jpg,0.975,0.12,0.13,0.09,1.15,0.39,0.29,0.0,0.62,0.38,0.0,0.39,0.0,1.99,0.0,0.59,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,disgust
Training_13647830.jpg,0.875,0.08,0.0,0.89,0.0,0.13,0.54,0.0,0.0,0.0,0.0,0.87,0.97,0.43,0.23,0.0,0.55,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,disgust
Training_26453750.jpg,0.975,0.35,0.0,1.7,0.0,1.45,2.38,1.56,2.3,1.46,1.91,0.7,0.0,1.73,0.0,1.47,0.04,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,disgust
Training_31573701.jpg,0.875,0.0,0.0,0.49,0.49,0.0,1.93,1.22,0.1,0.0,0.0,0.71,0.74,0.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,disgust
Training_14528146.jpg,0.875,1.47,0.0,0.56,0.0,0.68,2.3,1.63,0.91,0.21,0.18,1.16,0.03,0.0,0.0,0.33,0.51,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_8514439.jpg,0.875,0.83,0.0,1.94,0.55,0.92,2.71,2.15,0.86,0.0,0.0,0.08,0.0,0.09,0.0,1.08,0.23,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,disgust
Training_19209073.jpg,0.875,0.0,0.0,1.17,0.6,0.59,0.21,0.87,0.53,0.15,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_19352710.jpg,0.925,0.0,0.0,0.52,0.0,1.48,1.95,2.16,1.1,0.69,0.53,1.14,0.47,0.4,0.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,disgust
Training_16497482.jpg,0.875,1.96,0.66,0.46,2.3,0.0,0.83,0.27,0.2,0.0,0.0,0.5,0.0,0.15,0.12,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,disgust
Training_8937293.jpg,0.925,0.0,0.0,1.53,0.0,1.5,1.96,2.02,1.92,0.61,0.86,1.05,0.0,0.0,0.0,1.12,0.0,0.01,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,disgust
Training_14064382.jpg,0.775,0.6,0.05,0.01,0.46,0.44,2.34,2.05,0.07,0.0,0.2,0.82,0.42,1.13,0.04,0.0,0.0,0.94,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,disgust
Training_37499253.jpg,0.775,2.57,0.0,1.32,2.06,0.0,0.0,0.15,0.15,0.0,1.07,1.62,0.0,0.0,0.0,0.91,0.0,0.15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,disgust
Training_35175107.jpg,0.925,0.08,0.15,0.13,0.82,0.0,0.48,0.55,0.05,0.0,0.0,0.72,0.0,0.73,0.0,0.0,0.19,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,disgust
Training_5151632.jpg,0.925,1.96,1.13,0.67,1.78,0.0,0.0,0.75,1.28,0.27,0.0,1.35,0.28,0.0,0.0,0.62,0.76,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,disgust
Training_32702370.jpg,0.875,0.48,0.0,2.3,1.0,0.9,0.51,1.61,0.21,0.43,0.75,0.0,0.0,2.02,0.0,1.45,0.48,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,disgust
Training_3310799.jpg,0.875,1.14,0.0,0.0,0.0,0.0,0.99,0.05,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,disgust
Training_2036746.jpg,0.975,0.0,0.0,0.49,1.14,0.0,0.0,0.12,0.0,0.0,0.0,0.44,0.0,0.21,0.0,0.0,0.17,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,disgust
Training_15293498.jpg,0.925,0.0,0.0,1.17,0.0,2.7,2.85,0.91,2.07,2.69,2.45,0.08,0.0,0.0,0.12,2.42,0.89,0.44,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,disgust
Training_29683994.jpg,0.875,1.07,0.48,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.81,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,disgust
